chapter_no,sentence
8,are dismissed . slaps
8,Yes
8,sir He
8,"'s the purple hyacinth , he 'll probably suspect i wo n't come alone : maybe it 's a trap maybe ?"
8,hai
8,of course it 's a trap . step
8,"He knew about me even if he was n't lying , i do n't trust his little "" deal ' for a second . Alright"
8,everybody listen up !
8,10
8,"Those on the next patrol round , follow me . we"
8,'ll go through the itinerary for this morn Excuse me william : i 'll be back in a few minutes !
8,Lauren
8,", you should n't . I"
8,have to make sure they catch him tonight somehow . how
8,am i ever going to explain any of this ?
8,fermann
8,"was , um , thinking about de la rocca 's murder last night !"
8,and
8,came up with few theories that might be useful to the investiga officer sinclair by the looks of the bags under your eyes have no doubt you spent the entire night obsessing over this and concocted many theories as always your attention to details and analytical perception on crime scene is remarkable however cufu must remind you . any
8,"That there is reason yol are n't on the investigation unit anymore , officer ?"
8,It
8,'s a lie !
8,He
8,s lying but
8,"i If you recall any additional details of his appearance , please report them to the detective in charge of the case . the"
8,investigation lnit will follow up on any clues that they think could help us trace the assassin 's plans . but
8,", truthfully i would rather you did n't involve yourself in this further you ve embarrassed us enough in the past . Captain"
8,!
8,there
8,'s a call waiting for you in your office !
8,I
8,"know that you are exceptionally talented , but you are too personally involved for me to allow you to investigate the sigh : phantom scythe again your thinking and actions would be biased . perhaps"
8,"you should consider spending your nights sleeping instead of theorizing , so that you can be ready for your actual duties . speaking"
8,of i believe your division is about to leave for patrol . Have
8,"a good day , officer . After"
8,all this time one mistake is all it takes Purple hyacinth ost music let 's make it spicy : co creator co creator and artist
80,rp
80,You 're his brother ?
80,I
80,did n't even know he had one . not
80,surprising . and
80,you 're his friend i presume ?
80,Yes
80,. hm
80,. I
80,m sorry i
80,did n't mean to intrude : it 's alright olr relnion was n't planned there 's a reason you never heard of me sfvp If you 're brothers . how
80,what . You
80,heard him : i abandoned him : So ten years ago i just left . Without
80,any explanation . without
80,saying goodbye : i 'm afraid all that weight of the hawkes family fell on william 's shoulders afterwards . Ap
80,leave him alone . It
80,'ll only make it worse if you go after him right now . zu
80,You walked out of his life ten years ago i do nt think you know him best anymore . Cevvl
80,"( wum ] Mnpt int M "" Qywhuk m Will . qiu"
80,nkt ophmua Please turn on your sound Purple hyacinth Episode Chhm I did n't know you had a brother . I
80,i used to have a sister too . daena
80,She
80,"laughed unabashedly , and always had a story she wanted to share . i"
80,loved listening to her stories . She
80,was like the sun . everyone
80,was inevitably drawn to her joie de vivre : She was also fearless . Actually
80,", that 's why sometimes other people were scared of her . I"
80,still remember that time she chased down a man twice her size with our garden gnome becalse he was harassing olr neighbors . It
80,'s been a little over ten years since she died . I
80,keep meaning to tell you i 'm sorry for leaving so abruptly the other night . this
80,. this
80,was her watch . i
80,kept it after she passed . But
80,do n't worry it did n't break when you dropped it . it
80,stopped working a long time ago Even a broken clock is right twice day . i
80,ai !
80,xi
80,!
80,xi ii !
80,Ll
80,> vi
80,i
80,do n't know why your brother left . or
80,what you went through after he was gone blt it
80,seems like there 's still a lot of feelings there . quartz
80,vii !
80,vi !
80,I
80,"know I know i should n't be this angry if anything , i should be overjoyed to finally know that he 's alive : I'mso sorry about your sister . No"
80,. no
80,will . you
80,have every reason to be angry it 's okay to feel like that it just means that you 're hurt . and
80,that 's okay you
80,know ?
80,You
80,do n't have to hide your pain behind your anger . I
80,mean ; you 're angry at me all the time . and
80,"look at me , i 'm still here . ("
80,cklz I get why he did what he did . why
80,he ran away . There
80,are times when i wish i colld do the same escape everyone 's expectations ghp But
80,i ca n't do that . becalse
80,i feel like i have this responsibility to fix the hole he left for us . hole
80,i thought i could fill . Hole
80,"i 've been trying to fill for ten years , but it turns out i ca nt . Mother"
80,is on her death bed and . she
80,still wants to see rafael . even
80,if i m here . even
80,if i did everything after he left . She
80,ca n't see me . it
80,feels like i 'm living someone else 's life . I
80,know i 'm not in any position to say this . but
80,maybe you need to let go of this grudge against your brother . 7u
80,] Not
80,because i think you should forgive him . 7u
80,but holding onto anger is like poison you think you 're offering the other person . only
80,you 're the one who drinks it . he
80,stole your past already . Are
80,you going to let him have your future too ?
80,and
80,lok one day he might be gone for real and
80,then this resentment is all you 'll have left of him : tpi
80,Alright !
80,dat
80,our shift is probably over . prf
80,"Let 's go eat something , my treat !"
80,Not
80,waterm not watermelons . Ill
80,treat you to whatever you want . probably
80,. bland
80,toast with sugarless coffee ?
80,seems like it 'd be your favorite meal . yeah
80,; nevermind chwli I m kidding alright tell me what do you wanna eat ?
80,let
80,'s find something warm . my
80,butt is freezing !
80,i
80,literally can not feel it . Yeah
80,", something warm would be nice . Bzz"
80,"Pum Let 's make it spicy : rreaders "" tears co creator co creator / artist"
81,Please
81,turn on your sound Purple hyacinth Episode p mertenaer dtoru craed solra cento cttes srh I miss hunting down double agents eo berat cei tsk i'l have to be carefll with this one I 've never seen you so protective over someone since . (
81,lenu You . you
81,were that boy . I
81,see . They
81,know . And
81,they 've blackmailed you too . They
81,"want to tlrn you into an assassin , make you their pawn . Do"
81,"it , boy i know who you have to do it for . But"
81,listen to me . They
81,will make you take many lives but never let them take your soul Never forget who you are . i
81,know this is nt you . never
81,let it become you You hear me ?
81,Do
81,"not become the monster they want you to be you hear me , kieran ?"
81,Now
81,", do it !"
81,kill
81,mei Dphpp Drl
81,nc Pllll @mr Dhm Citmo Sui @lhk I
81,chose blades over guns for very different reasons . I
81,never thought . I
81,would have to wait for so long . C0
81,cevnu vvz Tw Cmg Apostles . 78u
81,the
81,leaders closest allies how how ?
81,!
81,i
81,dedicated my life to finding the head behind all these abominations while they pvll they were two of its thirteen founding pillars even if they were survivors of the snapdragon how could they go so far ?
81,How
81,could they stand behind a psychopath like that ?
81,And
81,only to be killed for it hundreds of people were killed for it i almost was too Mhk and dylan Sandman za It
81,was it was a lie No sandman knew him His body missing . There
81,was only his hat and with what sake said Are the people in the car still alive ?
81,!
81,Yes
81,. No
81,I do nt know Did
81,they take him ?
81,f49
81,nelitior j 354/+9 29 4 1054 / o4 mectoncnc fedlam scjcttbua 7244 '
81,"program ' tized n6/ t. ' jw 6e.6 2 , 7tko 0787241 @ex fac 349 hienne 3669 ia ops why would they ?"
81,where
81,did they bring him ?
81,lone0
81,decenba agoncy = 076138449 castillo elghty ruagu teed tnino insida jthere = and wec e ' supporty dellve troops !
81,jering
81,inltiated . jcto
81,"perlod , uaed Does it mean m t That he could still be W e am 6 u an ' n 724 ( 874 micn eral 2349 bonnaud , opposition rober research ( translations [ service translation revolutionaires 6 17 . 2349a boumedienne algiers vjout ["
81,"adlie and All these years , 7lp I 've hoped for a hint that you somehow survived the explosion everyone kept telling me you were gone : i believed it too . but"
81,something was off . How
81,could your hat be intact in the midst of all the destruction ?
81,34
81,i
81,wanted i needed to know blt imagining you survived and were taken by these monsters ci b us 437 ao j4o robe blt if there on is chance an ever so slight chance that you could still be je s c
81,/46 . >
81,"almri aolitt 6 "" toms 13stin abicn . iewf"
81,mj . ublished 1 + 30 . ernd
81,1 * 70 . 8odbtim
81,47 comnist : ' mdies drahem . mpured
81,dr'bion sudie dienn net bonue uncerty walthaitt pnial acerc comfo mass . afiean
81,ruments fbam ndhde studie research microfche alserbs ; fedenl se auluons j970 ] spring [ sicntitk 6 shects a bonnaud . oppostion
81,fseznh vanslations afrien I
81,know you did n't mean to kill me . that
81,you could still be Alive . Alive
81,. Lalren
81,sinclair . Lauren
81,?
81,it
81,'s march . sorry
81,to disturb you so late . is
81,there an emergency at the precinct ?
81,Do
81,you need me to come in ?
81,no
81,hum . Listen
81,", i really sholldn't be calling you right now , but i wanted to give you a heads up . what"
81,'s going on ?
81,tim
81,sake was murdered tonight . tjense
81,What ?
81,!
81,We
81,just got back from the crime scene . Same
81,m.o . as harvey . things
81,are not looking great for you . I
81,isee . i
81,'m a suspect ?
81,Hermann
81,will want to check your alibi . sorry
81,i ihave to go Ill see you tomorrow . also
81,i never called you . Khf
81,un kieran was right . Great
81,. Let
81,"'s make it spicy : rreaders "" tears co creator co creator / artist"
82,Purple
82,hyacinth Episode Gppp Tap 7#pl Mmoj
82,You might want to read the newspaper before going to the precinct this morning . bwo
82,sc the uhe nene murder royale 's ' horrible ` circus the uribumo faal no healesi I saw . sake
82,was murdered . Most
82,probably by the same assassin who tok harvey 's life . royales
82,scene horrible murder | the circus e You
82,were n't home last night where did you go ?
82,to
82,"the circus , actually . Axa"
82,"' murder le Oh , lauren . i"
82,wonder what 's more impressive ?
82,your
82,knack for spotting lies . or
82,your talent for getting yourself into sticky sithations ?
82,I
82,spent the night thinking about it . This
82,"is going to be a very long day Hlsi Cuk whltk Laureni Hey , guys . Have"
82,you heard the news ?
82,I
82,did So did everyone apparently . Where
82,were you last night ?
82,do
82,n't tell me you were I was at the circus . Oh
82,", lalren . I"
82,left the show around halfway through . Did
82,n't hear about the murder until this morning . i
82,know they 'll be on my back because of my history with sake . This
82,"is not looking good for you , lalren . I"
82,know . 2
82,glab I just wanted to tell you guys first . Before
82,they come interview me ti6hten Becalse
82,i do n't know how this is all going to go down . Zeack
82,( Bmmm Hey Are you okay ?
82,They
82,do n't even know i was there last night and they 're already eyeing me . As
82,if i 'm about to sprinkle golden viper venom in their coffee . when
82,will this damn mistake finally be behind me ?
82,Did
82,you make it home safely yesterday ?
82,were
82,you seen ?
82,i
82,made it home . eventually
82,. What
82,exactly happened with sake last year ?
82,i
82,"know it got you demoted , but i did n't imagine it wolld warrant this kind of suspicion . My"
82,outburst with sake earned me restraining order and my accusations were n't taken into consideration becalse his alibis checked out the phantom scythe 's speciality is rocksolid alibis
82,i still was n't ready to give it up so one night i followed him hoping to catch him red handed on phantom scythe business i
82,do nt een kno thinking any evidence retrieved like that would be worthless in court . there
82,are simpler ways to wind up in jail if you so desperately want to . I
82,lost sight of him around a corner . And
82,then i heard a glnshot . Bang
82,"I ran there , only to find sake bleeding on the ground . The"
82,shooter was already gone . i
82,administered first ald and had someone call an ambulance for him . You
82,saved his life ?
82,Trust
82,"me , that 's not what the apd tholght at first . i"
82,broke the restraining order by getting close to him : and had his blood all over my hands when they found us . Luckily
82,", witness confirmed i only got there after he was hurt . And"
82,how did you explain that lucky coincidence to your colleagues ?
82,told
82,them you were idly strolling by ?
82,Basically
82,. i
82,suppose they were rightfully suspicious . i
82,"could have walked away , but i could n't bring myself to let him die . and"
82,"today , i wonder if i really should have . How"
82,many more lives were taken becalse his was saved ?
82,No
82,", you did the right thing But"
82,you are in deep sh*t . i
82,am . So
82,what were you doing last night ?
82,did
82,you come up with an alibi ?
82,no
82,il tell them i was at the circus . what
82,?
82,!
82,The
82,whole point of running away is meaningless if you literally tell them you were therei I
82,spoke to circus members when we split up before the show last night . i
82,was n't even disguised . if
82,"the apd questions them which they surely will , and someone exposes me , it 'll only make everything worse i see : you colld say you were with me on a date last night it worked fine last time and it should n't be too surprising . It"
82,'s too risky and might get both of us in trouble . i
82,'m on their list of lune suspects . we
82,should associate as little as possible . then
82,", what are you going to tell them ?"
82,The
82,"truth Let 's make it spicy : rreaders "" tears co creator co creator / artist"
83,The
83,"truth Purple hyacinth Episode 80 Well , kinda . So"
83,let 's recap . last
83,"night you went to the carnival at 7:20 , entered the big tent at & : 00 And"
83,then left about halfway through the show around 8.30 . correct
83,. right
83,after hestia 's number . And
83,you were alone the whole time . you
83,did n't speak to anyone . Yes
83,", i went on my own : i only spoke to the fortune teller at the carnival , around 7.40 And"
83,".. ah yes , the doorman when i left the tent . they"
83,can both confirm i was alone . and
83,you left becalse you saw sake in the tent ?
83,yes
83,. i
83,"noticed him mid show , walking up to the backseats and knew i had to leave becalse of my restraining order And you expect 4s to believe that ?"
83,are
83,you sure you did n't accidentally scratch him with a little golden viper venom on the way out ?
83,first
83,"harvey , less than month ago . And"
83,now sake . people
83,"drop like flies around you , sinclair . There"
83,'s been a phantom scythe assassin using this same m.o for years . almost
83,a decade of cold cases !
83,lalren
83,was only a teenager when they started . oh
83,sweet irony gkip I know precisely who the killer is for all of them and have to keep my mouth shut . nothing
83,prevents her from copycatting and making it look like it 's someone else 's job . Golden
83,"viper venom might be expensive , but it 's nothing your family ca n't afford Hermann , back down . We"
83,ca n't jump to conclusions without even a shadow of tangible evidence . until
83,"then , she 's not a mlrderer . yeah"
83,", only until we get the evidence . sinclair"
83,", you 're benched until this investigation is over i 'd put you on leave , but i want you in the precinct where i can see you : I want someone from the department to accompany you wherever you go from now on . Yhm"
83,and will inform chief sinclair to keep an eye on you as well Fup Transcript chow s cn detective lauren sincla witness tim sake 70 Sake : but i 'm not !
83,would
83,"never kill him , he was my friend !"
83,have
83,no connection to the phantom scythe !
83,sinclair
83,: of course not !
83,it
83,"' s terrifying , isn it ?"
83,insidious
83,strike s0 suddenly nobody is safe sake : yes !
83,ever
83,since the allendale train station tragedy nobody could 've known they would strike there what horrible senseless massacre sinclair : what did you say ?
83,said
83,std lying bastard they Allendale train station tragedy huh
83,Before i was transfered to the patrol unit . Was
83,a detective . i
83,worked on a case a year ago which got me kicked off the investigation unit . That
83,'s it ?
83,bullcrap
83,"that 's not enough to make someone like you Lose "" like that . there"
83,was something more to it =
83,Was nt there ?
83,But
83,"that 's not what this is about , is it ?"
83,you
83,are n't mad becalse
83,i killed these people : You 're mad because i killed anslow . what
83,'s your connection with him ?
83,How
83,do You know him ?
83,?
83,baad
83,eae 0iefa edae oiraioae 4020 8 8 at ?
83,na
83,t2 0 #
83,ncrodi
83,"40 eafe sake j88 "" ever since the allendale train station tragedy nobody could 've known would strike there what horrible senseless masaaer sinclair : what did you say ?"
83,i
83,0840 yina
83,baarard they What
83,"did you see in that picture , lalren . A"
83,couple of days pass Dwl What 's going on with willame ?
83,he
83,'s barely breathed a word to me the whole week . even
83,though we went to eat together after sake 's case and everything was fine !
83,You
83,what you guys never wanted to hangout without me as middleman before all it needed was getting myself kidnapped ?
83,maybe
83,i should get myself kidnapped more often i do n't get paid enough to deal with this lieutenant . no
83,", he 's not getting paid enough to deal with you . So"
83,. Are
83,you coming to the new year 's party ?
83,on
83,the 3oth ?
83,Last
83,year was so much fun !
83,it
83,would be l lovely to have you with us . Ah
83,. yes
83,. the
83,joy of seeing coworkers drunk . Priceless
83,"blackmail material if you re there , i definitely ca nt miss it odnt sed hekieey Ehdwp ?"
83,Too
83,many pent up feelins in this room badwap ?
83,ehduhp
83,?
83,Lalren
83,", ready to go home ?"
83,uau
83,Yesi slan A week already they have n't found anything on sake yet But
83,i suppose i should count my luck for not having his murder pinned on . not
83,"officially , at least , except in hermann 's eyes . With"
83,"all this going on , i 've barely had time to think about my parents . or"
83,dylan . Thanks
83,detective wood i 'm sorry again you have to do this because of me il see you tomorrow no
83,worries it is n't your fallt see you !
83,One
83,more week to go before sandman reaches out to me . Of
83,all the people i would 've expected to help 4s he was at the bottom of the list . can
83,i even trust anything he said that night ?
83,Sgl
83,not like i have many more options . Hey
83,. Kieran
83,?
83,!
83,what
83,are you doing here ?
83,I
83,'ve been following you from the precinct and you did n't even notice . With
83,the number of enemies you 've racked up in the phantom scythe letting your glard down could get costly very quickly . not
83,"only in the phantom scythe , now . At"
83,least there is n't a bounty out on you yet . Oh
83,wait the king wants any of my accomplices 's heads . Were
83,you waiting here just to remind me of all the great things happening in my life lately ?
83,No
83,", i actually have something that might interest you . What"
83,?
83,sep
83,I have what you need to prove sake 's guilt in chow 's case .
84,Fhonff
84,Purple hyacinth Episode officer !
84,it
84,'s a pleasure to see you . kaock
84,; clay I did n't know if you 'd come . This
84,was your plan it was risky to leave my house . What
84,was so necessary that you absolutely had to drag me here ?
84,i
84,hope you did n't make me cross the whole 11th district for nothing . why
84,of course not !
84,please
84,step inside my humble abode : Would you like some refreshments ?
84,water
84,?
84,tea
84,", maybe ?"
84,uak
84,Coffee . black
84,. a
84,"gallon , please haha !"
84,sure
84,; but i think the news i have for you will be enough to keep you awake . We
84,should make this quick . i
84,have to go back before they notice i 'm gone . So
84,", earlier today you said you found a witness ?"
84,after
84,hearing about your little misadventures with our good friend sake . I
84,could n't resist the temptation to look into chow 's case file . the
84,way sake wormed out of suspicion was acthally quite clever . Right
84,after the poker game . he
84,visited his neighbor to have a beer with him purposefully to be seen at home that night . then
84,he snuck out of his apartment to murder chow . and
84,went straight to maria 's after to hide the murder weapon . Correct
84,. i
84,"read the transcripts too you really did lose it , officer . And"
84,your hair trigger temper has n't changed mlch since : Yeah . But
84,with an ability like yours . it
84,would have driven anyone to the edge . Still
84,not an excuse to slam people into walls though . Yeah
84,. it
84,is not . I
84,should know . Anyway
84,", i 've investigated sake the last few days for information on his past jobs . Turns"
84,"out he has quite the record , and was n't always the most stealthy hitman out there . whenever"
84,"there was a witness , he 'd kill them too , or at least threaten to do so . sounds"
84,like him : In the file i 've found the names of all the people brought in for interrogation . the
84,woman living right beside the crime scene you never met her because of your little outburst she swore up and down she had n't seen anything so i paid her a little visit you know ; just to check if her version of tale would still be the same now that sake 's death is all over the papers And ?
84,what
84,did she say ?
84,she
84,used t live right next t the alley where sake murdered chow . She
84,"witnessed everything from her window , but sake noticed . and"
84,before she could tell anything to the cops over the phone : He was pointing a knife to her throat . She
84,confessed to you ?
84,!
84,She
84,'s ready to speak in court What
84,And obviously i ve asked her to pretend she never saw me . she
84,just spontaneously decided to come clean !
84,Kieran
84,", that 's . incredible"
84,. If
84,she 's willing to change her statement the case could be reopened . Why
84,?
84,why
84,are you doing this ?
84,No
84,particular reason . I
84,"can help you , but for this to work you 'll have to be honest about what happened between you and sake . sqwnts"
84,I will . Here
84,"'s your coffee . "" bm"
84,""" Monster ( pip S so uh . when"
84,we went to the circus you mentioned having had a little chat with sake a few days before . j
84,What
84,exactly did he tell you ?
84,We
84,did n't talk about chow 's case then . but
84,the night we infiltrated the restalrant i overheard him telling belladonna about it . I
84,"drugged the ex wife , got her prints on the knife . And"
84,hid it in her bedroom after i was done . hmm
84,", i see . That"
84,'s gon na be hard to prove now that he 's dead . even
84,"if the witness is willing to change her statement , we 'll also need evidence to back it up when i saved sake last year i found a bottle of a black market sedative on him . 0"
84,2
84,strong enough to put a horse to sleep Yeah
84,", i think i know that one . Would"
84,'ve knocked maria out before she even noticed the change in her stew 's seasoning I was n't able to submit it as evidence last year but if sake really has a record maybe we can find other cases where he used the same m.o . and try to establish a correlation . it
84,"still would n't be enough , but it 'd be a start . It"
84,'s your time to shine . Detective
85,Yes
85,!
85,just
85,"like the allendale train station tragedy nobody could 've known they would strike there i , for one was shocked crmka he 's part of the phantom scythei A"
85,year ago ... I
85,messed up . why
85,does this rage take over me so easily ?
85,Hand
85,me your i.4 . badge . it
85,was nt mei i m being framed !
85,i
85,"swear i m innocent I 've lost my authority to change anything I 'm sorry , maria . Why"
85,did i come here t#p hey
85,10 I m det Officer sinclair . i
85,helped working on chow 's case : i did nt kill him !
85,I
85,know we 'd separated but i still loved him : i ca n't leave our dalghter all alone outside !
85,You
85,'re the only who believed me . i
85,do n't know why or how . But
85,"you are the only one who knew Right , the next train will leave at 10.45 . The"
85,years to come will be the brightest ardhalis has ever known . that
85,i was innocent . you
85,re the only one who can help me Please help Maria : I will do my best . Bag
85,Purple hyacinth Episode It
85,'s your time to shine Detective . A
85,few days later . Her
85,version of the story fits what we already have . clalk
85,Sake would 've had the time to break into her apartment and leave before we reached the crime scene : it would n't be the first time a witness has wanted to change their deposition once the killer is dead . except
85,", we already locked a killer behind bars . We"
85,do n't have anything else to prove sake 's guilt here . it
85,'s one woman 's word against the evidence . Maria
85,could have been framed . that
85,would n't be a first either . It
85,"'s pretty simple , actually . he"
85,could 've drugged her with the black market sedative lauren found on him last year . and
85,how do you intend to present this to the court ?
85,They
85,wo n't revisit their sentence based on such flimsy speculation . If
85,"you take a look at this , you might change your mind . there"
85,"are other cases that could be linked to this one what the hell is this , sinclair ?"
85,last
85,time i checked you were still on suspension . You
85,'re not a detective : you 're actually a suspect in this man 's murder . what
85,tells me you did n't bribe the poor woman to help your case ?
85,Captain
85,hermann . my
85,I am not trying to overstep the boundaries of my suspension . You
85,may dislike me because i let personal feelings affect my duty a year ago and you 're right i
85,have messed up but this is nt abolt me . and
85,this is nt about you . An
85,innocent woman has been rotting in the tower for over year And last time i checked It was our duty to uphold justice in this city . You
85,ca n't redefine justice and bend the rules however you want . (
85,"itmua [ w captain hermann , if i may interject . lalren"
85,"is clever and perceptive , and has never given you a reason to doubt her morals . Her"
85,hypothesis has never been completely improbable . And
85,the witness 's confession just now changes everything . i
85,ve looked at the file she compiled on sake and she 's got enough evidence to open an investigation : we can not just discard her work . and
85,i strongly believe she might be right Whether what this woman says is true or not . it
85,is our duty to re examine the case . and
85,admit our mistakes if there were any . Uf
85,Fine . you
85,have my althorization to proceed with the appeal Detective march and detective cooper will be in charge of the case . sinclair
85,will be able to participate as a consultant due to her knowledge of the case . But
85,nothing more Get back to your desks . I
85,thought he 'd never agree . The
85,"battle is far from won , but this is such a relief Thank you for stepping in for me . You"
85,"'ve done all the work , sinclair , and it 's impressive : pkt Cooper and i will not let it go to waste . You"
85,should probably rest though : bet you have n't slept mlch these last few days . il
85,"be going home the new year 's party is tonight , but i assume i 'm not invited no !"
85,it
85,"'s not fair of him to do that to youl If anyone asks , you have my permission : what . is"
85,hermann gon na say about that I'l deal with him . i
85,'m getting good at it anyways . i
85,should probably ask for a raise . Hahahai
85,you should and thank you . that
85,'s very kind of you . not
85,sure it counts as rest though . Better
85,than working or worrying all night . il
85,"see you there , then . Yes"
85,. might
85,as well enjoy life before jail . s&e
85,bar The future . although
85,it appears solid . the
85,tower has been built lnce adi tower the Ly hi?iadl mistruths and dellsions . the
85,world as you know it will come crashing down before you stricken by the lightning bolt of truth . there
85,is no escape from this destruction . i
85,'ve never believed in that stuff they were apostles . But
85,she was unnervingly right that night khip And
85,"that Someone around you has or will stab you in the back does n't sound like anything good open your eyes , laureni If"
85,i was blind to this what else am i failing to see ?
85,You
85,may think your enemies are hidden in the shadows Geak Zhint what am i doing ?
85,i
85,ca n't let that get to my head . Fnocz
85,"Huh { rab Aaahhhi kym , let me g0 !"
85,Tonight
85,is the night i 'm going to beat lukas at his blackmailing gameii !
85,but
85,you 're the one he gets the most dirt on every year !
85,yeah
85,this
85,is going to be the opposite of restful . Ahh
85,!
85,mr
85,. white is herei let 's go in !
85,Wait
85,kieran 's also inited ?
85,Let
85,"'s make it spicy : rreaders "" tears co creator co creator / artist"
86,Episoooode
86,83 ?
86,Gulp
86,"wlp "" it Another roundi !"
86,!
86,Yes
86,. No
86,bad idea . last
86,time we had an apd you 're party you not my boss tonight i can do what i want !
86,besides
86,nothing bad happened last timei Do
86,it kym . do
86,it . she
86,"only says that because she does nt remember Stop encouraging her , randalli do n't listen to hawkes he 's not good for you : randalli"
86,Oh
86,", laureni pos 06 caela cgodn Why"
86,is this miscreant raining on my parade ?
86,no
86,idea . 7htnr
86,Finei i 'll get you something chape lp yayyy i
86,' m coming with y man Stay put unless you want to make a very intimate encounter with the floor . i
86,m going . So
86,"kieran , what were you doing before the apd ?"
86,Oh
86,", i 've had a few other student jobs here and there . i"
86,"was studying criminology and i was abroad for a while , actually . i"
86,only came back recently . so
86,why apply to be an archivist ?
86,honestly
86,it does more to pay the rent than finishing my degree would But
86,it 's calm and simple : and that 's something i want in my life right now . Lw
86,sl#h Ever considered swapping dusty bookshelves for the cop academy ?
86,You
86,"seem pretty strong , you could stand the program : Oh , i 'm way too scared of getting shot . besides"
86,", i do n't even know how to use a gun . never"
86,touched one . Lmtms
86,i 've never seen him lse one before never figured out why he lses a sword either Ukllk huh
86,well f*ck . t
86,Are you single ?
86,toot
86,} mnidi 45 n
86,i 'm sure the lovely women over there would be eager to be introduced dier tstivai ' hocal utritmai te 7p
86,Oh
86,"haha , well i 'm not really looking for anything right now . but"
86,"i have a lot of friends i can introduce them to if needed I have to make everyones life miserablei yes , exactly , kym . now"
86,again but louder . i
86,"have to make everyones life miserablei Your poison , miss ( lanlr Gwtt s1ir This"
86,is water . your
86,"sacrifice will not be forgotten , lieltenant farewell . you"
86,"tried to trick mei Ah , yes another one to my collection . stalize"
86,"Here it is , the beginning of the end . I"
86,see right through y Dngzk quilai H mh Bje no !
86,70 You
86,ca nt touch him !
86,ahem
86,"sergeant ladell don think we can no not you , march !"
86,huh
86,?
86,no
86,you canti pr7ulr ; knezdol This mans taken What ?
86,Is
86,"that true , kieran ?"
86,intelligemce
86,Oh
86,"haha , ind 7/ He"
86,'s Minei Psk / h Huh
86,really kieran is that true ?
86,hahaha
86,haha . ghs
86,dpamtic .hahaha hahai ?
86,Cheersi
86,the world has already ended haha no
86,p yeah
86,he s right . were
86,not yet !
86,but
86,i called dibs !
86,Dtt
86,so none of y ' all touch him 1 got it ?
86,hey
86,!
86,get
86,in linei i was here first !
86,kym
86,: Get down laureni you
86,'re back !
86,hihihi
86,kktoa = pvl 7h I
86,"think i might have accidentally stolen your man , sorry ?"
86,Talking
86,about stealing hearts . M
86,( ets iur Randall . Covgt
86,colgh Look at your nine 0'clock . No
86,!
86,"there are better ways , williami we need to end her or well all die not those two hopeless souls it 's about time we talked about our sweet miss desroses . I"
86,'m sure you stole her heart quite a while ago She 's so nervous around you : but it 's only because she wants to kiss you . look
86,at the way she looks at you !
86,That
86,'s fear because he keeps threatening her all the time !
86,wait
86,", shush , will . this"
86,might be good . yes
86,", shut up will . Never"
86,"mind i m leaving shhh , will . shhhh"
86,awwwwwwi do nt be so shy !
86,"gpab Look , it 's not that hard !"
86,(
86,pw G1he Hmor
86,See !
86,it
86,'s easy !
86,did
86,you catch that on camera ?
86,you
86,want to buy my blackmail ?
86,for
86,research purposes . taifh
86,) i
86,need another aaa drink aaa aaa kaa ae @m08l pence . 10
86,5 . sold . You
86,have no idea how happy you'l be to forget this . in
86,"the meantime , it 's dance 0'clock !"
86,Keep
86,calm drink deer tequilai I
86,wanted to tell you : i will not get involved with them outside of the office Nor put them in any danger . not
86,even if i 'm ordered to . Let
86,"'s get some water , it 's so hot in here ?"
86,exit
86,I'l be right back Oh !
86,that
86,'s where you were hiding willame ?
86,Hiding
86,"from you , ladell , yes Stop sulking in your corner and come dance with us N no !"
86,stay away !
86,721p
86,Stop !
86,wowowow owowow ladell ?
86,!
86,Oh
86,. you
86,smell like pine trees . hey
86,!
86,do
86,nt fall asleep on mei Hmm . hm
86,. Idiot
86,. prt
86,sigl Hey kieran . 7
86,7awk Where are you going ?
87,Purple
87,"hyacinth Episode Hey kieran , where are you going ?"
87,Oh
87,"you know , it 's close to midnight . got"
87,ta flee before my carriage turns into a pumpkin and my clothes to rags . And
87,you 're leaving without saying goodbye t your coworkers ?
87,That
87,'s very rude of you . i
87,do n't belong here they
87,"'re not really my coworkers and even less my friends Il see you around Wait , i pvll Look , kieran , you . you"
87,do n't have to go becalse of me . i
87,know yu . you
87,wo n't do anything Ti ghten Actlally i 've meant to i 've meant to thank you for helping me with chow 's case . Grip
87,It it means mlch more to me than you could know . The
87,"only bright spot in a very awful week , really . haha"
87,. so
87,", genlinely . Thank"
87,"you , kieran Shvt"
87,Hello weaklingsi !
87,sanbrid
87,get your lilylivered asses over here for a drinking contest !
87,!
87,the
87,last one standing winsi Losers have to g0 sing on stagei Kieran is joining !
87,Excuse
87,you ?
87,!
87,Pnw
87,es Yeet our first contest ant kieran white !
87,Oh
87,!
87,did
87,someone say drinking contest ?
87,no
87,no
87,no
87,!
87,you
87,"mislnderstood , just g0 back to sleep . wle"
87,wloke ] Sup
87,n We need more constestants !
87,Your
87,lieutenant is up for the challenge everyonei 8 ( leerse ' worte sahd D d tatdur mamsters satbrida vorie they were apostles . No
87,. S&e bar clil s&e bar What a night Yeah . your
87,precinct is a great bunch Kym is just as crazy as the first day i saw you : aul Knu hahahai that was the best preview yu could 've had of kym : she 's always like that oh
87,", pfft . yeah"
87,", definitely better than my first preview of you . a"
87,foot in my face . charming
87,i think meeting you lying on the floor catching cups would have been better . Oh
